Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
59,533,3,2,3,3,3,4,4,2,1,3,2,4,1,4,256,242,4,1,4,1,4,1,4,neutral or dissatisfied
72,3583,1,4,4,4,1,3,3,1,1,1,1,4,1,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
35,447,4,4,4,4,5,1,2,4,4,4,4,1,4,3,4,4,4,1,1,4,1,4,4,satisfied
59,1595,5,5,5,5,2,4,5,5,5,4,5,5,5,3,4,4,4,1,1,4,1,4,4,satisfied
49,2842,1,1,1,1,4,4,5,4,4,5,5,4,4,5,4,4,4,1,1,4,1,4,4,satisfied
52,747,2,4,1,3,3,5,4,4,4,1,4,4,4,3,4,4,4,1,4,1,1,4,4,neutral or dissatisfied
21,173,3,2,3,3,5,3,5,5,2,5,4,2,4,5,8,17,1,4,1,4,4,1,4,neutral or dissatisfied
39,348,4,3,3,3,4,4,4,4,5,3,2,5,1,4,4,4,4,1,1,4,4,1,4,satisfied
39,1194,1,1,1,1,3,5,4,5,5,5,5,5,5,4,1,4,1,4,1,4,1,4,4,satisfied
45,145,3,4,3,4,5,2,5,5,5,3,4,1,5,2,12,23,1,4,4,1,4,1,4,neutral or dissatisfied
32,259,2,5,2,5,3,2,1,3,5,5,1,5,1,3,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
39,479,1,5,1,3,2,1,1,2,3,4,2,5,5,2,24,24,1,4,4,1,4,1,4,neutral or dissatisfied
35,2834,1,1,1,1,5,4,5,5,5,5,5,4,5,3,4,6,1,4,1,4,1,4,4,satisfied
24,1947,5,5,5,1,1,5,1,1,5,4,4,3,5,1,9,2,4,1,4,1,4,1,4,satisfied
39,1194,2,5,2,3,4,2,4,4,4,4,3,5,4,4,27,34,4,1,4,1,4,4,1,neutral or dissatisfied
24,357,4,4,4,2,4,4,4,4,3,3,1,3,2,4,12,2,1,4,1,4,4,1,4,satisfied
26,315,1,4,2,1,2,2,2,2,3,1,3,3,2,2,6,4,4,1,1,4,4,1,4,neutral or dissatisfied
49,3244,1,5,5,5,3,3,3,1,1,1,1,1,1,2,4,15,1,4,1,4,1,4,4,neutral or dissatisfied
53,399,4,4,4,4,5,3,2,4,4,4,4,4,4,3,5,14,1,4,1,4,1,4,4,neutral or dissatisfied
41,152,3,4,3,3,1,3,1,1,2,3,4,1,3,1,49,44,4,1,1,4,4,1,4,neutral or dissatisfied
35,599,3,3,3,2,1,3,1,1,1,1,5,5,1,1,4,6,4,1,4,1,4,1,4,neutral or dissatisfied
26,867,1,4,1,4,3,1,3,3,4,2,3,4,4,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
34,999,3,3,3,2,5,3,1,5,3,5,5,5,5,5,3,4,1,4,1,4,1,4,4,neutral or dissatisfied
34,449,4,1,4,3,3,4,1,3,3,3,3,4,3,3,4,54,4,1,1,4,4,1,4,neutral or dissatisfied
45,3576,4,4,4,4,1,5,1,5,5,5,5,3,5,1,4,17,4,1,1,4,1,4,4,satisfied
34,451,4,5,5,5,4,4,4,4,3,2,4,4,4,4,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
43,1589,5,5,5,5,3,4,5,4,4,4,4,4,4,3,4,4,1,4,1,4,1,4,4,satisfied
66,337,3,3,3,2,3,5,5,1,2,3,1,5,4,5,132,144,1,4,4,1,4,1,4,neutral or dissatisfied
39,3822,3,4,3,4,1,3,4,3,3,3,3,4,3,2,6,9,1,4,1,4,1,4,4,neutral or dissatisfied
21,444,2,1,2,3,4,2,4,4,3,4,3,1,3,4,4,6,1,4,1,4,4,1,4,neutral or dissatisfied
59,594,3,4,4,4,2,4,5,2,3,5,4,2,2,2,26,13,4,1,4,1,4,1,4,neutral or dissatisfied
27,1452,1,1,5,1,2,2,2,2,2,4,2,2,4,2,99,89,4,1,1,4,1,4,4,satisfied
17,647,5,4,4,5,2,4,2,2,3,5,4,3,4,2,4,4,4,1,4,1,4,1,4,satisfied
51,2519,3,2,3,3,5,3,2,1,1,3,1,1,1,3,5,2,1,4,4,1,4,1,4,neutral or dissatisfied
54,348,2,1,1,1,2,2,2,2,3,2,2,2,3,2,18,12,4,1,1,4,4,1,4,neutral or dissatisfied
21,223,3,4,3,1,4,3,5,4,1,1,2,5,4,4,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
49,447,2,4,4,1,1,4,1,1,5,5,5,3,5,1,42,26,4,1,4,1,4,1,4,neutral or dissatisfied
59,448,4,1,4,2,3,4,3,3,2,3,1,1,2,3,79,69,1,4,1,4,4,1,4,neutral or dissatisfied
53,641,3,3,3,3,5,5,4,4,4,4,4,3,4,3,4,4,4,1,1,4,1,4,4,satisfied
49,333,2,5,2,3,3,2,3,3,3,4,4,5,5,3,29,13,4,1,4,1,4,1,4,neutral or dissatisfied
72,2454,1,4,4,4,1,2,2,1,1,1,1,3,1,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
52,924,4,1,1,1,3,3,3,4,4,4,4,1,4,4,4,3,1,4,1,4,4,1,4,satisfied
34,283,5,4,5,4,1,5,1,1,4,4,5,4,5,1,4,4,4,1,4,1,4,1,4,satisfied
37,187,2,2,2,1,5,2,5,5,4,5,5,4,5,5,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
22,468,5,5,5,4,4,5,4,4,3,2,5,3,5,4,4,4,1,4,1,4,1,4,4,satisfied
24,1545,1,1,1,1,5,5,5,5,4,4,2,2,1,5,4,4,1,4,1,4,1,4,4,satisfied
38,331,3,4,3,4,2,3,2,2,5,4,4,5,5,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
63,515,4,2,3,3,4,4,4,4,4,4,4,2,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
48,1649,3,5,3,2,4,4,4,2,2,3,2,5,2,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
23,1444,1,1,1,1,4,4,4,4,3,4,5,3,5,4,4,6,1,4,1,4,1,4,4,satisfied
39,247,5,3,3,3,5,5,5,5,2,1,3,4,2,5,4,4,1,4,1,4,4,1,4,satisfied
66,223,4,5,4,1,1,4,1,1,3,3,5,3,5,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
31,1444,4,4,4,4,5,5,5,5,2,4,5,5,5,5,194,231,4,1,1,4,1,4,4,satisfied
51,784,3,5,3,1,3,4,4,2,2,3,2,4,2,4,1,2,1,4,4,1,4,1,4,neutral or dissatisfied
71,153,5,1,1,1,5,5,4,5,5,5,5,4,5,2,4,4,1,4,1,4,4,1,4,satisfied
22,356,4,4,4,4,2,4,2,2,5,2,5,4,4,2,7,4,1,4,4,1,4,1,4,neutral or dissatisfied
28,678,5,5,5,5,5,5,5,5,3,5,4,3,4,5,4,3,1,4,1,4,1,4,4,satisfied
24,1389,2,4,4,4,2,2,2,2,4,2,3,3,3,2,18,4,1,4,1,4,1,4,4,neutral or dissatisfied
45,1371,2,2,2,3,5,2,5,5,4,2,3,3,3,5,6,16,4,1,1,4,4,1,4,neutral or dissatisfied
44,2444,5,5,5,5,2,4,4,4,4,4,4,4,4,4,34,24,4,1,1,4,1,4,4,satisfied
44,399,2,3,3,3,2,2,2,2,2,3,4,3,4,2,34,29,4,1,1,4,4,1,4,neutral or dissatisfied
28,646,5,5,5,2,2,5,2,2,4,4,4,4,5,2,4,4,4,1,1,4,1,4,4,satisfied
51,3441,1,2,2,2,3,4,4,1,1,1,1,2,1,4,17,6,1,4,1,4,1,4,4,neutral or dissatisfied
34,3659,1,1,5,1,1,2,1,1,4,4,4,4,4,1,54,47,1,4,1,4,1,4,4,satisfied
36,244,3,4,3,3,4,3,1,4,5,5,4,4,4,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
53,547,4,4,4,3,4,4,4,2,2,4,2,4,2,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
21,448,3,4,3,4,1,3,1,1,4,4,4,5,4,1,7,2,1,4,1,4,4,1,4,neutral or dissatisfied
59,495,1,1,2,1,2,4,4,5,5,4,5,5,5,3,4,4,1,4,1,4,1,4,4,satisfied
34,621,4,5,1,2,4,1,4,4,4,5,4,4,4,4,5,4,4,1,4,1,4,1,4,satisfied
45,1514,4,4,4,4,3,5,4,5,5,5,5,5,5,3,5,4,1,4,1,4,1,4,4,satisfied
43,1645,5,5,5,5,3,3,3,4,3,4,4,3,4,3,171,137,1,4,1,4,1,4,4,satisfied
24,421,3,1,3,4,3,3,3,3,3,1,4,3,3,3,11,14,1,4,1,4,4,1,4,neutral or dissatisfied
54,356,3,4,3,1,1,3,1,1,1,2,4,5,2,1,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
49,2385,1,1,1,1,5,5,4,3,3,4,3,4,3,5,4,4,1,4,1,4,1,4,4,satisfied
45,351,4,4,2,4,4,4,4,2,2,1,5,4,5,4,147,163,1,4,1,4,4,1,4,satisfied
14,331,4,4,4,4,2,4,2,2,3,4,4,3,5,2,43,45,1,4,4,1,4,4,1,neutral or dissatisfied
41,584,2,3,3,3,2,2,2,2,4,4,4,3,3,2,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
43,3399,2,2,5,2,4,4,5,3,3,3,3,5,3,3,4,4,4,1,1,4,1,4,4,satisfied
41,174,1,1,1,1,4,3,4,4,4,5,5,1,4,5,4,4,1,4,1,4,1,4,4,satisfied
29,3224,4,4,4,4,5,5,5,5,3,2,5,3,5,5,25,26,4,1,1,4,1,4,4,satisfied
46,554,3,4,2,1,5,2,3,5,3,5,5,4,4,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
64,1725,1,1,1,1,4,4,5,5,5,5,5,4,5,5,4,2,1,4,1,4,1,4,4,satisfied
49,241,1,3,4,4,4,2,2,3,2,4,4,2,2,2,165,155,1,4,4,1,4,1,4,neutral or dissatisfied
24,493,2,1,5,1,2,2,1,2,3,3,3,2,4,2,19,15,4,1,1,4,4,1,4,neutral or dissatisfied
64,2454,1,1,1,1,4,4,4,5,4,3,4,4,4,4,47,35,1,4,1,4,1,4,4,satisfied
31,868,2,4,2,3,1,2,1,1,2,5,3,4,4,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
44,3542,4,4,4,4,4,4,4,5,4,4,4,4,4,4,149,138,1,4,1,4,1,4,4,satisfied
44,2644,5,5,5,5,4,4,4,5,5,5,5,5,5,5,26,9,1,4,1,4,1,4,4,satisfied
44,997,1,1,1,1,5,4,5,5,5,5,5,5,5,5,4,2,4,1,1,4,1,4,4,satisfied
59,2556,4,4,4,4,5,4,4,4,4,3,5,4,4,4,34,28,1,4,1,4,1,4,4,satisfied
48,3843,2,2,2,2,4,4,4,5,5,5,5,4,5,5,6,4,4,1,1,4,1,4,4,satisfied
51,2982,2,2,2,2,5,5,5,5,5,5,5,5,5,4,54,61,4,1,1,4,1,4,4,satisfied
46,1674,1,1,4,1,1,1,1,1,2,2,3,4,4,1,9,88,4,1,1,4,4,4,1,neutral or dissatisfied
44,1197,4,4,4,4,5,4,5,2,2,2,2,3,2,4,4,2,1,4,1,4,1,4,4,satisfied
25,358,5,4,5,2,4,5,4,4,5,2,4,4,5,4,4,4,4,1,1,4,1,4,4,satisfied
33,427,3,4,3,3,2,3,2,2,4,1,3,1,4,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
47,455,4,4,4,4,4,4,4,4,4,2,3,1,4,4,4,11,4,1,1,4,4,1,4,neutral or dissatisfied
21,244,4,5,4,4,2,4,2,2,3,5,3,5,3,2,4,1,4,1,4,1,4,1,4,neutral or dissatisfied
44,744,1,1,1,3,1,1,1,1,1,2,4,1,4,1,8,5,1,4,1,4,4,1,4,neutral or dissatisfied
47,1594,5,5,5,5,3,5,4,4,4,4,4,5,4,3,4,4,1,4,1,4,1,4,4,satisfied
43,445,1,1,1,1,4,5,4,5,5,5,5,3,5,5,4,4,4,1,1,4,1,4,4,satisfied
56,342,5,2,2,2,5,5,5,5,5,4,1,3,4,5,9,4,4,1,1,4,4,4,1,satisfied
46,446,4,4,4,3,1,4,1,1,5,3,5,4,5,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
23,1452,4,4,4,1,5,4,5,5,2,3,2,5,2,5,2,4,1,4,1,4,4,1,4,satisfied
44,842,3,3,3,3,4,5,4,4,4,4,4,5,4,3,4,4,1,4,1,4,1,4,4,satisfied
52,328,1,4,1,4,4,1,4,4,5,5,5,5,4,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
24,528,3,3,3,1,3,3,2,3,3,2,5,3,3,3,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
28,1995,2,2,1,3,3,1,1,3,4,4,4,4,4,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
35,446,2,4,2,3,5,2,5,5,5,4,5,5,4,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
48,821,3,3,3,3,5,3,5,5,3,2,5,4,5,5,2,5,4,1,1,4,1,4,4,neutral or dissatisfied
35,1664,4,5,4,4,4,5,4,5,5,5,5,5,5,3,4,4,1,4,1,4,1,4,4,satisfied
26,2161,5,4,4,4,5,4,5,5,3,2,4,2,3,5,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
58,342,4,4,4,4,4,3,2,4,4,4,4,1,4,5,3,5,1,4,1,4,4,1,4,satisfied
23,588,2,2,2,2,3,3,3,3,5,2,4,3,4,3,56,49,1,4,1,4,1,4,4,satisfied
33,2565,2,4,4,4,5,4,4,2,2,2,2,2,2,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
44,261,5,2,2,2,5,5,5,5,3,5,2,5,3,5,4,4,4,1,1,4,4,1,4,satisfied
27,143,3,5,3,4,3,3,3,3,5,1,1,4,2,3,8,4,1,4,1,4,4,1,4,neutral or dissatisfied
46,2688,3,3,3,3,2,4,4,4,4,4,4,5,4,3,99,147,4,1,1,4,1,4,4,satisfied
29,737,4,4,4,4,4,4,4,4,3,3,4,3,5,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
43,3345,4,3,4,4,4,5,5,5,5,1,1,2,5,1,4,4,4,1,1,4,1,4,4,satisfied
8,1117,1,4,4,4,1,4,1,1,3,4,3,1,3,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
44,584,2,4,2,4,4,2,2,4,2,3,4,4,4,4,5,4,1,4,4,1,4,1,4,neutral or dissatisfied
21,354,3,4,3,2,1,3,1,1,4,3,4,1,1,1,4,4,1,4,1,4,4,4,1,neutral or dissatisfied
14,628,1,3,2,2,3,2,3,3,5,3,5,4,5,3,1,4,4,1,4,1,4,1,4,neutral or dissatisfied
32,397,1,5,4,2,2,4,2,2,3,2,5,5,4,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
74,594,2,3,2,3,5,5,5,3,3,2,3,4,3,3,24,14,1,4,4,1,4,1,4,neutral or dissatisfied
28,748,1,3,2,3,5,2,5,5,5,4,1,3,3,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
25,142,2,4,2,4,1,2,1,1,2,3,3,1,4,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
45,936,2,4,4,4,5,1,2,2,2,2,2,4,2,4,84,98,4,1,1,4,1,4,4,neutral or dissatisfied
31,1428,4,4,4,1,2,4,2,2,5,1,1,2,2,2,4,4,1,4,1,4,4,4,1,satisfied
64,625,4,1,1,1,3,3,2,4,4,4,4,5,4,4,24,4,1,4,1,4,4,1,4,satisfied
36,3963,3,2,4,2,1,4,3,3,3,3,3,1,3,3,6,4,4,1,1,4,1,4,4,neutral or dissatisfied
49,1235,3,3,3,3,3,4,4,5,5,4,5,5,5,4,53,57,1,4,1,4,1,4,4,satisfied
36,624,3,4,4,4,3,3,3,3,2,1,3,2,3,3,21,56,1,4,1,4,4,1,4,neutral or dissatisfied
44,2938,3,2,2,2,4,2,3,3,3,3,3,1,3,2,24,12,1,4,1,4,1,4,4,neutral or dissatisfied
22,337,4,5,4,1,5,4,5,5,5,2,4,5,5,5,4,4,4,1,4,1,4,1,4,satisfied
74,3615,2,2,2,2,3,5,4,5,5,5,5,3,5,4,4,4,4,1,1,4,1,4,4,satisfied
62,2679,3,4,2,4,4,2,3,3,3,3,3,3,3,1,11,7,1,4,1,4,1,4,4,neutral or dissatisfied
74,849,2,4,2,2,4,5,4,4,4,2,1,4,4,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
69,516,3,5,5,5,4,3,3,3,3,3,3,2,3,2,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
14,369,4,4,4,4,2,4,2,2,1,2,4,1,4,2,4,7,1,4,4,1,4,1,4,neutral or dissatisfied
9,541,2,5,4,5,2,4,2,2,5,2,5,3,5,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
52,764,3,3,3,3,3,4,5,5,5,5,5,5,5,5,3,4,4,1,1,4,1,4,4,satisfied
48,1544,5,2,2,2,5,4,5,5,5,5,5,5,5,4,3,4,1,4,1,4,4,1,4,satisfied
56,761,1,1,1,1,3,4,4,4,4,4,4,4,4,4,117,144,4,1,1,4,1,4,4,satisfied
48,718,3,5,5,5,4,4,3,3,3,3,3,4,3,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
52,817,5,3,3,3,2,4,5,5,5,5,5,5,5,1,4,4,1,4,1,4,4,4,1,satisfied
55,3932,2,2,4,2,4,5,4,4,4,4,4,3,4,3,4,4,4,1,1,4,1,4,4,satisfied
52,484,1,4,4,4,5,3,2,1,1,1,1,3,1,3,65,64,1,4,1,4,1,4,4,neutral or dissatisfied
45,547,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,1,4,1,4,1,4,4,satisfied
24,873,2,4,2,1,4,2,4,4,2,3,4,4,5,4,92,147,4,1,4,1,4,1,4,neutral or dissatisfied
26,775,1,4,1,5,5,1,5,5,2,2,5,5,4,5,54,44,4,1,4,1,4,1,4,neutral or dissatisfied
26,1546,5,5,5,3,4,5,4,4,1,1,2,5,1,4,4,2,4,1,1,4,4,1,4,satisfied
19,2486,4,4,4,3,2,4,2,2,3,3,4,1,4,2,19,4,1,4,4,1,4,1,4,satisfied
74,421,1,3,1,5,2,5,3,3,3,1,3,1,3,5,7,3,1,4,4,1,4,1,4,neutral or dissatisfied
77,1546,4,3,2,3,5,4,3,4,4,4,4,2,4,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
45,547,1,1,1,1,3,4,5,5,5,4,5,3,5,5,4,4,4,1,1,4,1,4,4,satisfied
21,333,2,5,2,1,1,2,1,1,4,4,5,4,4,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
22,1389,5,4,5,3,3,5,3,3,3,4,4,3,4,3,3,2,4,1,1,4,1,4,4,satisfied
15,236,2,5,2,1,3,2,2,3,3,3,4,5,4,3,25,54,1,4,4,1,4,1,4,neutral or dissatisfied
49,445,4,4,4,4,3,4,4,5,5,5,5,3,5,5,2,4,4,1,1,4,1,4,4,satisfied
42,236,4,1,4,2,2,2,2,1,1,4,1,2,1,2,3,2,1,4,4,1,4,1,4,satisfied
54,2757,5,5,5,5,3,3,3,4,3,5,3,3,2,3,233,254,4,1,1,4,1,4,4,satisfied
66,237,1,4,4,5,5,5,4,3,3,4,3,5,3,3,18,19,1,4,4,1,4,4,1,neutral or dissatisfied
25,954,3,5,3,5,1,3,2,1,5,3,4,5,5,1,1,11,1,4,4,1,4,1,4,neutral or dissatisfied
48,442,1,1,1,1,4,5,5,4,4,4,4,5,4,3,4,4,1,4,1,4,1,4,4,satisfied
44,3437,4,1,1,1,2,3,4,4,4,4,4,4,4,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
51,1687,3,1,5,1,4,4,3,3,3,3,3,1,3,2,89,74,1,4,1,4,1,4,4,neutral or dissatisfied
51,2546,4,4,4,4,4,5,4,4,4,4,4,4,4,3,55,56,1,4,1,4,1,4,4,satisfied
68,2182,1,4,1,4,5,3,3,4,4,1,4,2,4,2,15,4,1,4,4,1,4,1,4,neutral or dissatisfied
54,2584,3,3,3,3,2,5,5,2,2,2,2,4,2,4,14,4,1,4,1,4,1,4,4,satisfied
42,3864,5,5,5,5,2,4,5,3,3,4,3,5,3,4,42,46,4,1,1,4,1,4,4,satisfied
67,546,4,4,4,1,4,4,4,4,5,2,4,3,4,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
52,684,4,4,4,3,4,4,5,2,2,4,2,5,2,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
43,422,4,5,5,5,4,1,4,4,4,4,4,2,4,5,1,4,1,4,1,4,4,1,4,satisfied
59,364,3,5,3,3,1,3,1,1,3,5,4,5,5,1,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
74,141,1,5,1,4,3,5,1,2,2,1,2,4,2,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
24,956,4,5,5,1,5,5,4,5,4,4,4,4,5,5,4,14,4,1,4,1,4,1,4,neutral or dissatisfied
15,912,2,5,2,4,3,2,3,3,4,5,4,5,4,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
49,1747,3,3,3,3,4,4,5,4,4,4,4,5,4,5,4,4,4,1,1,4,1,4,4,satisfied
37,332,2,3,2,4,5,2,2,5,2,2,4,3,3,5,55,58,1,4,1,4,4,1,4,neutral or dissatisfied
38,337,4,4,3,1,2,3,2,2,2,4,4,1,2,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
55,649,4,4,4,4,3,1,4,4,4,4,4,5,4,3,14,14,1,4,1,4,4,4,1,satisfied
18,189,1,2,1,3,2,1,2,2,2,2,4,4,3,2,4,4,1,4,1,4,4,4,1,neutral or dissatisfied
15,399,2,4,2,3,1,2,1,1,1,1,4,1,4,1,8,4,4,1,4,1,4,1,4,neutral or dissatisfied
37,1147,3,3,3,2,1,3,1,1,4,2,1,3,1,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
59,3473,1,1,1,1,1,2,4,4,4,5,4,5,4,3,4,4,4,1,1,4,1,4,4,satisfied
51,332,4,5,5,5,3,1,2,4,4,4,4,2,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
19,374,3,1,3,3,1,3,1,1,2,1,3,2,4,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
59,563,2,1,1,3,4,3,3,5,5,1,1,1,5,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
66,451,4,4,4,3,1,4,1,1,2,5,4,3,2,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
31,759,3,1,3,2,4,3,5,4,4,2,3,3,3,4,4,34,4,1,4,1,4,1,4,neutral or dissatisfied
36,849,4,3,3,3,4,5,4,4,4,5,1,5,2,4,4,4,1,4,1,4,4,1,4,satisfied
17,842,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,1,4,1,4,4,1,4,satisfied
26,1342,4,4,4,3,1,4,1,1,3,2,4,1,3,1,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
15,134,1,3,4,4,3,4,3,3,2,2,3,2,3,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
41,531,1,5,5,5,4,3,4,1,1,1,1,2,1,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
24,512,2,5,2,2,1,2,1,1,5,4,4,3,5,1,12,3,1,4,4,1,4,1,4,neutral or dissatisfied
45,1121,4,5,4,2,5,4,5,5,4,3,5,5,5,5,4,4,4,1,4,1,4,1,4,satisfied
37,943,2,5,5,5,2,2,2,2,2,5,4,3,3,2,14,1,1,4,1,4,4,1,4,neutral or dissatisfied
48,634,1,1,1,2,4,1,4,4,1,4,2,4,2,4,12,22,4,1,4,1,4,4,1,neutral or dissatisfied
79,2432,3,4,4,4,4,3,3,3,3,3,3,2,3,2,2,8,4,1,1,4,1,4,4,neutral or dissatisfied
7,985,2,5,1,3,1,1,1,1,3,5,4,3,5,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
13,695,2,1,2,3,1,2,1,1,3,5,3,2,3,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
42,1474,4,4,4,1,5,4,2,5,1,4,2,2,5,5,4,4,1,4,1,4,4,1,4,satisfied
39,391,4,5,5,5,4,4,4,4,5,1,2,4,4,4,4,4,1,4,1,4,4,1,4,satisfied
34,1197,2,2,2,2,5,5,4,4,4,4,4,5,4,4,35,24,4,1,1,4,1,4,4,satisfied
54,541,4,5,4,3,5,4,5,5,5,3,4,3,4,5,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
42,1622,1,1,1,1,3,4,4,4,4,4,4,5,4,3,4,2,1,4,1,4,1,4,4,satisfied
49,258,5,5,5,5,3,4,5,5,5,5,5,5,5,4,4,4,1,4,1,4,1,4,4,satisfied
38,299,4,1,3,3,4,4,4,4,4,4,3,5,2,4,3,14,4,1,1,4,4,1,4,satisfied
14,2176,4,3,4,5,3,4,3,3,3,3,1,4,1,3,1,4,1,4,4,1,1,4,4,satisfied
45,1547,4,4,4,4,4,5,4,5,5,5,5,4,5,3,4,4,4,1,1,4,1,4,4,satisfied
36,646,2,5,3,4,3,3,3,3,1,2,5,3,3,3,61,65,4,1,4,1,4,1,4,neutral or dissatisfied
21,1947,2,4,2,3,1,2,1,1,4,2,3,5,4,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
51,235,5,5,5,5,2,5,5,5,5,4,5,3,5,4,4,4,4,1,1,4,1,4,4,satisfied
54,2431,5,5,2,5,4,4,5,5,5,5,5,5,5,4,33,24,1,4,1,4,1,4,4,satisfied
28,346,4,5,5,4,4,5,4,4,5,2,5,3,5,4,1,1,4,1,1,4,1,4,4,satisfied
47,341,4,4,4,1,4,5,5,5,5,5,5,3,5,4,2,4,4,1,1,4,1,4,4,satisfied
34,491,3,1,3,4,3,3,3,3,4,2,4,2,4,3,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
52,1488,5,5,5,5,2,4,5,4,4,4,4,3,4,4,4,4,1,4,1,4,1,4,4,satisfied
22,874,4,5,4,1,5,4,5,5,3,2,5,3,5,5,4,4,4,1,1,4,1,4,4,satisfied
41,3343,4,4,4,4,3,5,4,4,4,4,4,3,4,4,12,5,4,1,1,4,1,4,4,satisfied
26,253,3,1,3,3,5,3,5,5,3,3,3,1,4,5,73,72,4,1,1,4,4,1,4,neutral or dissatisfied
26,2874,1,1,1,1,1,2,2,2,5,4,5,2,2,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
39,2765,4,4,4,4,5,4,4,5,5,5,5,4,5,4,4,4,4,1,1,4,1,4,4,satisfied
57,547,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,1,4,1,4,1,4,4,satisfied
77,274,4,2,2,2,1,4,3,4,4,4,4,1,4,4,3,4,1,4,1,4,1,4,4,neutral or dissatisfied
43,1222,3,2,2,2,2,2,3,3,3,3,3,2,3,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
45,679,4,4,4,4,4,4,5,5,5,5,5,3,5,3,2,4,4,1,1,4,1,4,4,satisfied
38,1141,4,4,4,4,4,4,2,5,5,5,5,2,5,3,4,4,4,1,1,4,1,4,4,satisfied
57,888,2,3,2,4,4,5,4,3,3,2,2,5,3,5,147,144,1,4,4,1,4,1,4,neutral or dissatisfied
57,2643,4,4,5,4,4,4,4,5,5,5,5,4,5,4,118,114,1,4,1,4,1,4,4,satisfied
33,151,1,3,1,3,4,1,4,4,3,5,4,4,3,4,4,16,1,4,1,4,4,1,4,neutral or dissatisfied
59,361,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,1,1,4,1,4,4,satisfied
